"id","name","description","audio","pdf","youtube","album","metadata","created_at","updated_at","tags","categories"
4,"Dua e Kamil","Dua e Kamil","https://mybohra-media.s3.ap-south-1.amazonaws.com/dua-e-kaamil.mp3","https://mybohra-media.s3.ap-south-1.amazonaws.com/dua-e-kamil.pdf",NULL,"DUA","{}","2024-08-27 22:31:48.079119","2025-09-16 18:18:50.339658","{}","{daily-dua}"
5,"Dua Ul Kumayl","Dua","https://d39et5l23mq79j.cloudfront.net/dua-ul-kumayl.mp3","https://d39et5l23mq79j.cloudfront.net/dua-ul-kumayl.pdf",NULL,"DUA","{""pdfSize"": 9147, ""audioSize"": 6852, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/dua-ul-kumayl.png"", ""audioLength"": 1751256, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.546145","{}","{}"
6,"Nasrul Mahaba","Dua","https://d39et5l23mq79j.cloudfront.net/nasrul-mahaba.mp3","https://d39et5l23mq79j.cloudfront.net/nasrul-mahaba.pdf",NULL,"DUA","{""pdfSize"": 16474, ""audioSize"": 5752, ""audioLength"": 1959732, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-09-04 19:23:21.964051","{}","{}"
8,"Moti Us Sawalat","Dua","https://d39et5l23mq79j.cloudfront.net/moti-us-sawalat.mp3","https://d39et5l23mq79j.cloudfront.net/moti-us-sawalat.pdf",NULL,"DUA","{""pdfSize"": 146, ""audioSize"": 2297, ""audioLength"": 98011, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 19:51:37.742257","{}","{}"
9,"Dua Us Saify","Dua","https://d39et5l23mq79j.cloudfront.net/dua-us-saify.mp3","https://mybohra-media.s3.ap-south-1.amazonaws.com/pdf/Dua%20Saify.pdf",NULL,"DUA","{}","2024-08-28 03:02:17.528052","2025-09-16 21:20:19.734912","{}","{}"
10,"Ramzan Dua","Dua","https://d39et5l23mq79j.cloudfront.net/ramzan-dua.mp3","",NULL,"DUA","{""audioSize"": 6179, ""audioLength"": 393587, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 21:54:38.906422","{}","{}"
11,"Khatmul Quran ni Dua","Dua","https://d39et5l23mq79j.cloudfront.net/khatmul-quran-ni-dua.mp3","https://mybohra-media.s3.ap-south-1.amazonaws.com/pdf/khatmul%20Quran.pdf",NULL,"DUA","{}","2024-08-28 03:02:17.528052","2025-09-16 18:36:26.832811","{}","{}"
12,"Nahjus Sanaa","Dua","https://d39et5l23mq79j.cloudfront.net/sanaa.mp3","https://d39et5l23mq79j.cloudfront.net/sanaa.pdf",NULL,"DUA","{""pdfSize"": 7356, ""audioSize"": 21902, ""audioLength"": 1403794, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-28 21:10:34.00181","{}","{}"
13,"Allahuma Hazaa Shahro Ramazaan","Dua","https://d39et5l23mq79j.cloudfront.net/allahuma-hazaa-shahro-ramazaan.mp3","https://d39et5l23mq79j.cloudfront.net/allahuma-hazaa-shahro-ramazaan.pdf",NULL,"DUA","{""pdfSize"": 866, ""audioSize"": 134, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/allahuma-hazaa-shahro-ramazaan.png"", ""audioLength"": 58096, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.45697","{}","{}"
14,"Maulaya Maulaya Antal Maula","Dua","https://d39et5l23mq79j.cloudfront.net/maulaya-maulaya-antal-maula.mp3",NULL,NULL,"DUA","{""audioSize"": 258, ""audioLength"": 62380, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-28 03:02:17.528052","{}","{}"
15,"Yaseen","Dua","https://d39et5l23mq79j.cloudfront.net/yaseen.mp3","https://d39et5l23mq79j.cloudfront.net/yaseen.pdf",NULL,"DUA","{""pdfSize"": 2568, ""audioSize"": 2148, ""audioLength"": 734537, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-30 14:19:13.735921","{}","{}"
16,"Arafa","Dua",NULL,"https://d39et5l23mq79j.cloudfront.net/arafa.pdf",NULL,"DUA","{""pdfSize"": 2988, ""thumbnail"": ""https://mumino-files.s3.ap-south-1.amazonaws.com/arafa.png"", ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.473591","{}","{}"
17,"Ayatul Kursi","Dua","https://d39et5l23mq79j.cloudfront.net/ayatul-kursi.mp3","https://d39et5l23mq79j.cloudfront.net/ayatul-kursu.pdf",NULL,"DUA","{""pdfSize"": 73, ""audioSize"": 934, ""audioLength"": 119484, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-30 14:20:18.705461","{}","{}"
18,"Behori 2","Dua",NULL,"https://d39et5l23mq79j.cloudfront.net/behori-2.pdf",NULL,"DUA","{""pdfSize"": 21448, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/behori-2.png"", ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.488553","{}","{}"
19,"Behori 1","Dua","https://d39et5l23mq79j.cloudfront.net/behori.mp3","https://d39et5l23mq79j.cloudfront.net/behori.pdf",NULL,"DUA","{""pdfSize"": 12664, ""audioSize"": 52032, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/behori.png"", ""audioLength"": 3330011, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.50127","{}","{}"
20,"Bija Daska Ni Dua","Dua","","https://mybohra-media.s3.ap-south-1.amazonaws.com/pdf/bijaDaskaDua.pdf",NULL,"DUA","{}","2024-08-28 03:02:17.528052","2025-09-15 12:44:29.810094","{}","{}"
21,"Daily Dua Hafti","Dua",NULL,"https://d39et5l23mq79j.cloudfront.net/daily-dua-hafti.pdf",NULL,"DUA","{""pdfSize"": 8144, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/daily-dua-hafti.png"", ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.516561","{}","{}"
22,"Dua E Faazil","Dua",NULL,"https://d39et5l23mq79j.cloudfront.net/dua-e-faazil.pdf",NULL,"DUA","{""pdfSize"": 5061, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-28 03:02:17.528052","{}","{}"
23,"Dua E Sabah","Dua",NULL,"https://d39et5l23mq79j.cloudfront.net/dua-e-sabah.pdf",NULL,"DUA","{""pdfSize"": 6918, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/dua-e-sabah.png"", ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.51627","{}","{}"
24,"Dua Taqeeb And Qunoot","Dua",NULL,"https://d39et5l23mq79j.cloudfront.net/dua-taqeeb-and-qunoot.pdf",NULL,"DUA","{""pdfSize"": 1218, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/dua-taqeeb-and-qunoot.png"", ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.564873","{}","{}"
26,"Eid Ni Raat","Dua","","https://d39et5l23mq79j.cloudfront.net/eid-ni-raat.pdf",NULL,"DUA","{""pdfSize"": 269, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2025-08-22 22:16:10.331375","{}","{}"
27,"Eid No Din","Dua","","https://d39et5l23mq79j.cloudfront.net/eid-no-din.pdf",NULL,"DUA","{}","2024-08-28 03:02:17.528052","2025-09-15 09:52:29.787613","{}","{}"
28,"Fajr Hafti","Dua","","https://mumino-library.s3.ap-south-1.amazonaws.com/pdf/c2724894-c687-465a-a6cd-2f8ccfd19abb",NULL,"DUA","{""pdfSize"": ""2048.05"", ""pdfPageCount"": 44}","2024-08-28 03:02:17.528052","2024-08-30 01:51:53.283666","{}","{}"
29,"Imam Zainul Aabedin Dua","Dua","https://d39et5l23mq79j.cloudfront.net/imam-zainul-aabedin-dua.mp3","https://d39et5l23mq79j.cloudfront.net/imam-zainul-aabedin-dua.pdf",NULL,"DUA","{""pdfSize"": 585, ""audioSize"": 770, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/imam-zainul-aabedin-dua.png"", ""audioLength"": 393768, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.623837","{}","{}"
30,"Innafatahna","Dua",NULL,"https://d39et5l23mq79j.cloudfront.net/innafatahna.pdf",NULL,"DUA","{""pdfSize"": 2397, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/innafatahna.png"", ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.630297","{}","{}"
31,"Istam Sakto","Dua","https://d39et5l23mq79j.cloudfront.net/istamsakto.mp3","https://d39et5l23mq79j.cloudfront.net/istam-sakto.pdf",NULL,"DUA","{""pdfSize"": 155, ""audioSize"": 2577, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/istam-sakto.png"", ""audioLength"": 163527, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.631119","{}","{}"
32,"Lai-latul-Qadr","Dua","","https://d39et5l23mq79j.cloudfront.net/lai-latul-qadr.pdf",NULL,"DUA","{""pdfSize"": 470, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-09-04 19:08:32.659866","{}","{}"
33,"Lailat-ass-Alaseen","Dua",NULL,"https://d39et5l23mq79j.cloudfront.net/lailat-ass-alaseen.pdf",NULL,"DUA","{""pdfSize"": 597, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/lailat-ass-alaseen.png"", ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.650384","{}","{}"
34,"Layale-Fazela","Dua",NULL,"https://d39et5l23mq79j.cloudfront.net/layale-fazela.pdf",NULL,"DUA","{""pdfSize"": 146, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/layale-fazela.png"", ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.659254","{}","{}"
35,"Maghanim Al-baraka","Dua",NULL,"https://d39et5l23mq79j.cloudfront.net/maghanim-al-baraka.pdf",NULL,"DUA","{""pdfSize"": 19818, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/maghanim-al-baraka.png"", ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.660729","{}","{}"
36,"Munajaat 1438","Dua",NULL,"https://d39et5l23mq79j.cloudfront.net/munajaat-1438.pdf",NULL,"DUA","{""pdfSize"": 938, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/munajaat-1438.png"", ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.661466","{}","{}"
37,"Munajaat STSSMB1438","Dua",NULL,"https://d39et5l23mq79j.cloudfront.net/munajaat-stssmb1438.pdf",NULL,"DUA","{""pdfSize"": 4752, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/munajaat-stssmb1438.png"", ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.662544","{}","{}"
38,"Qasida 1438","Dua",NULL,"https://d39et5l23mq79j.cloudfront.net/qasida-1438.pdf",NULL,"DUA","{""pdfSize"": 880, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/qasida-1438.png"", ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.664456","{}","{}"
39,"Roza Ni Niyyat","Dua",NULL,"https://d39et5l23mq79j.cloudfront.net/roza-ni-niyyat.pdf",NULL,"DUA","{""pdfSize"": 264, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/roza-ni-niyyat.png"", ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.666918","{}","{}"
40,"Surah-Fateh","Dua",NULL,"https://d39et5l23mq79j.cloudfront.net/surah-fateha.pdf",NULL,"DUA","{""pdfSize"": 1223, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/surah-fateha.png"", ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.670136","{}","{}"
41,"Tasbih Aazam","Dua",NULL,"https://d39et5l23mq79j.cloudfront.net/tasbih-aazam.pdf",NULL,"DUA","{""pdfSize"": 203, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/tasbih-aazam.png"", ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.671238","{}","{}"
42,"Pehla Daska Ni Dua","Dua","https://d39et5l23mq79j.cloudfront.net/pehlo-dasko.mp3","https://d39et5l23mq79j.cloudfront.net/pehlo-dasko.pdf",NULL,"DUA","{""pdfSize"": 597, ""audioSize"": 5400, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/pehlo-dasko.png"", ""audioLength"": 345835, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.673158","{}","{}"
43,"Shehre Ramadan Al Moazzam","Dua",NULL,"https://d39et5l23mq79j.cloudfront.net/shehre-ramadan-al-moazzam.pdf",NULL,"DUA","{""pdfSize"": 16203, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-28 03:02:17.528052","{}","{}"
44,"Ya Sayyadas Sohaddai & Abkika Maulayal Hussain","Dua","","https://d39et5l23mq79j.cloudfront.net/ya-sayyadas-sohaddai-and-abkika-maulayal-hussain.pdf",NULL,"DUA","{}","2024-08-28 03:02:17.528052","2025-09-15 09:19:40.918085","{}","{}"
45,"Nabi na Naam","Dua","","https://d39et5l23mq79j.cloudfront.net/nabina-naam.pdf",NULL,"DUA","{""pdfSize"": 214, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 21:54:51.760637","{}","{}"
46,"Sajada Wajhi","Dua",NULL,"https://d39et5l23mq79j.cloudfront.net/sajada-wajhi.pdf",NULL,"DUA","{""pdfSize"": 84, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/sajada-wajhi.png"", ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.678558","{}","{}"
47,"Tija Daska Ni Dua","Dua","","https://d39et5l23mq79j.cloudfront.net/tijo-dasko.pdf",NULL,"DUA","{""pdfSize"": 5080, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 21:54:57.45174","{}","{}"
48,"Shafawataz Juloos","Dua",NULL,"https://d39et5l23mq79j.cloudfront.net/shafawataz-juloos.pdf",NULL,"DUA","{""pdfSize"": 891, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/shafawataz-juloos.png"", ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.706352","{}","{}"
49,"Wada Ni Dua","Dua",NULL,"https://d39et5l23mq79j.cloudfront.net/wada-ni-dua.pdf",NULL,"DUA","{""pdfSize"": 594, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/wada-ni-dua.png"", ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.719274","{}","{}"
50,"Ramadan Wada Dua","",NULL,"https://d39et5l23mq79j.cloudfront.net/ramadan-wada-dua.pdf",NULL,"DUA","{""pdfSize"": 3626, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/ramadan-wada-dua.png"", ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.72025","{}","{}"
51,"Namaz Ni Duas","","","https://mybohra-media.s3.ap-south-1.amazonaws.com/pdf/FullNamaz.pdf",NULL,"DUA","{}","2024-08-28 03:02:17.528052","2025-09-16 21:22:51.003597","{}","{daily-dua}"
52,"Allahumma Inna Nahmadoka","",NULL,"https://d39et5l23mq79j.cloudfront.net/allahumma-inna-nahmadoka.pdf",NULL,"DUA","{""pdfSize"": 38, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/allahumma-inna-nahmadoka.png"", ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.734573","{}","{}"
53,"Fajr Namaz Dua","",NULL,"https://d39et5l23mq79j.cloudfront.net/fajr-namaz-dua.pdf",NULL,"DUA","{""pdfSize"": 3748, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/fajr-namaz-dua.png"", ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.750411","{}","{}"
54,"Farizat Namaz Dua","",NULL,"https://d39et5l23mq79j.cloudfront.net/farizat-namaz-dua.pdf",NULL,"DUA","{""pdfSize"": 1735, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/farizat-namaz-dua.png"", ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.530789","{}","{}"
55,"Grahan Ni Namaz Ane Dua","",NULL,"https://d39et5l23mq79j.cloudfront.net/grahan-ni-namaz-ane-dua.pdf",NULL,"DUA","{""pdfSize"": 248, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/grahan-ni-namaz-ane-dua.png"", ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.750631","{}","{}"
56,"Hifz Ul Quran Ni Namaz Ane Dua","",NULL,"https://d39et5l23mq79j.cloudfront.net/hifz-ul-quran-ni-namaz-ane-dua.pdf",NULL,"DUA","{""pdfSize"": 55, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/hifz-ul-quran-ni-namaz-ane-dua.png"", ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.766342","{}","{}"
57,"Safar Ni Namaz Ane Dua","",NULL,"https://d39et5l23mq79j.cloudfront.net/safar-ni-namaz-ane-dua.pdf",NULL,"DUA","{""pdfSize"": 357, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/safar-ni-namaz-ane-dua.png"", ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.766548","{}","{}"
58,"Shukar Ni Namaz Ane Dua","",NULL,"https://d39et5l23mq79j.cloudfront.net/shukar-ni-namaz-ane-dua.pdf",NULL,"DUA","{""pdfSize"": 284, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/shukar-ni-namaz-ane-dua.png"", ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.782847","{}","{}"
59,"Ashura No Din","",NULL,"https://d39et5l23mq79j.cloudfront.net/ashura-no-din.pdf",NULL,"DUA","{""pdfSize"": 432, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/ashura-no-din.png"", ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.783061","{}","{}"
60,"Ashura Ni Raat","",NULL,"https://d39et5l23mq79j.cloudfront.net/ashura-ni-raat.pdf",NULL,"DUA","{""pdfSize"": 357, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/ashura-ni-raat.png"", ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.799804","{}","{}"
61,"Eid Ul Adha","",NULL,"https://d39et5l23mq79j.cloudfront.net/eid-ul-adha.pdf",NULL,"DUA","{""pdfSize"": 353, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/eid-ul-adha.png"", ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.800099","{}","{}"
62,"Sharafo Shehre Rajabil Asab","",NULL,"https://d39et5l23mq79j.cloudfront.net/sharafo-shehre-rajabil-asab.pdf",NULL,"DUA","{""pdfSize"": 77075, ""thumbnail"": ""https://s3.ap-south-1.amazonaws.com/mumino-files/sharafo-shehre-rajabil-asab.png"", ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-29 14:41:45.451871","{}","{}"
63,"Arafa & Eid E Gadeer","",NULL,"https://d39et5l23mq79j.cloudfront.net/arafa-and-eid-e-gadeer.pdf",NULL,"DUA","{""pdfSize"": 1613, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-28 03:02:17.528052","{}","{}"
64,"Zilhaj Fajr Dua","",NULL,"https://d39et5l23mq79j.cloudfront.net/zilhaj-fajr-dua.pdf",NULL,"DUA","{""pdfSize"": 135, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-28 03:02:17.528052","{}","{}"
65,"Shehre Shaban Ul Karim 15mi Raat (Shab-e-Beraat)","",NULL,"https://d39et5l23mq79j.cloudfront.net/shehre-shaban-ul-karim-15mi-raat.pdf",NULL,"DUA","{""pdfSize"": 424, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-28 03:02:17.528052","{}","{}"
66,"Daris","",NULL,"https://d39et5l23mq79j.cloudfront.net/daris.pdf",NULL,"DUA","{""pdfSize"": 1714, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-28 03:02:17.528052","{}","{}"
67,"Jumua Ni Hafti","","","https://d39et5l23mq79j.cloudfront.net/jumua-ni-hafti.pdf",NULL,"DUA","{""pdfSize"": 1632, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-30 14:45:27.090651","{}","{}"
68,"Dua Noor","",NULL,"https://d39et5l23mq79j.cloudfront.net/dua-noor.pdf",NULL,"DUA","{""pdfSize"": 19, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-28 03:02:17.528052","{}","{}"
69,"Ayatul Noor","",NULL,"https://d39et5l23mq79j.cloudfront.net/ayatul-noor.pdf",NULL,"DUA","{""pdfSize"": 68, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-28 03:02:17.528052","{}","{}"
70,"Allahumma Anta Siqati Dua","",NULL,"https://d39et5l23mq79j.cloudfront.net/allahumma-anta-siqati-dua.pdf",NULL,"DUA","{""pdfSize"": 88, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-28 03:02:17.528052","{}","{}"
71,"Dua E Jawahir","",NULL,"https://d39et5l23mq79j.cloudfront.net/dua-e-jawahir.pdf",NULL,"DUA","{""pdfSize"": 990, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-28 03:02:17.528052","{}","{}"
72,"Dua E Yamani","",NULL,"https://d39et5l23mq79j.cloudfront.net/dua-e-yamani.pdf",NULL,"DUA","{""pdfSize"": 978, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-28 03:02:17.528052","{}","{}"
73,"Dua Mustajaab","",NULL,"https://d39et5l23mq79j.cloudfront.net/dua-mustajaab.pdf",NULL,"DUA","{""pdfSize"": 387, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-28 03:02:17.528052","{}","{}"
74,"Pehla Daska Ni 1st Dua","dua","https://d39et5l23mq79j.cloudfront.net/pehla-daska-ni-1st-dua.mp3","https://d39et5l23mq79j.cloudfront.net/pehla-daska-ni-1st-dua.pdf",NULL,"DUA","{""pdfSize"": 129, ""audioSize"": 3093, ""audioLength"": 197930, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-28 03:02:17.528052","{}","{}"
75,"Pehla Daska Ni 2nd Dua","dua","https://d39et5l23mq79j.cloudfront.net/pehla-daska-ni-2nd-dua.mp3","https://d39et5l23mq79j.cloudfront.net/pehla-daska-ni-2nd-dua.pdf",NULL,"DUA","{""pdfSize"": 129, ""audioSize"": 3072, ""audioLength"": 196571, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-28 03:02:17.528052","{}","{}"
76,"Bija Daska Ni 2nd Dua","","https://d39et5l23mq79j.cloudfront.net/bija-daska-ni-2nd-dua.mp3","https://d39et5l23mq79j.cloudfront.net/bija-daska-ni-2nd-dua.pdf",NULL,"DUA","{""pdfSize"": 1322, ""audioSize"": 8079, ""audioLength"": 344686, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-28 03:02:17.528052","{}","{}"
77,"Bija Daska Ni 1st Dua","dua","https://d39et5l23mq79j.cloudfront.net/bija-daska-ni-pehli-dua.mp3","https://d39et5l23mq79j.cloudfront.net/bija-daska-ni-pehli-dua.pdf.pdf",NULL,"DUA","{""pdfSize"": 528, ""audioSize"": 3124, ""audioLength"": 133277, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-28 03:02:17.528052","{}","{}"
78,"Tija Daska Ni 1st Dua","","https://d39et5l23mq79j.cloudfront.net/tija-daska-ni-1st-dua.mp3","https://d39et5l23mq79j.cloudfront.net/tija-daska-ni-1st-dua.pdf",NULL,"DUA","{""pdfSize"": 551, ""audioSize"": 2077, ""audioLength"": 177228, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-28 03:02:17.528052","{}","{}"
79,"Tija Daska Ni 2nd Dua","","https://d39et5l23mq79j.cloudfront.net/tija-daska-ni-2nd-dua.mp3","https://d39et5l23mq79j.cloudfront.net/tija-daska-ni-2nd-dua.pdf",NULL,"DUA","{""pdfSize"": 955, ""audioSize"": 3600, ""audioLength"": 379350, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-28 03:02:17.528052","{}","{}"
80,"Jism Ni Sehat Waste Imam Alizainul Abedin Ni Dua","","https://d39et5l23mq79j.cloudfront.net/jism-ni-sehat-waste-imam-alizainul-abedin-ni-dua.mp3","https://d39et5l23mq79j.cloudfront.net/jism-ni-sehat-waste-imam-alizainul-abedin-ni-dua.pdf",NULL,"DUA","{""pdfSize"": 527, ""audioSize"": 5650, ""audioLength"": 482064, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-28 03:02:17.528052","{}","{}"
81,"Lailatul Qadr Salaam 1441","",NULL,"https://d39et5l23mq79j.cloudfront.net/lailatul-qadr-salaam-1441.pdf",NULL,"DUA","{""pdfSize"": 1767, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-28 03:02:17.528052","{}","{}"
82,"Lailatul Qadr Munajaat Sms 1441","",NULL,"https://d39et5l23mq79j.cloudfront.net/lailatul-qadr-munajaat-sms-1441.pdf",NULL,"DUA","{""pdfSize"": 22157, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-28 03:02:17.528052","{}","{}"
83,"Ya Man Tohallo","",NULL,"https://d39et5l23mq79j.cloudfront.net/ya-man-tohallo.pdf",NULL,"DUA","{""pdfSize"": 506, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-28 03:02:17.528052","{}","{}"
84,"Dua Rajab Ul Asab","",NULL,"https://d39et5l23mq79j.cloudfront.net/dua-rajab-ul-asab.pdf",NULL,"DUA","{""pdfSize"": 6413, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-28 03:02:17.528052","{}","{}"
86,"Rajab Tasbeeh 30 Majlis","",NULL,"https://d39et5l23mq79j.cloudfront.net/rajab-tasbeeh-30-majlis.pdf",NULL,"DUA","{""pdfSize"": 51590, ""pdfPageCount"": 0}","2024-08-28 03:02:17.528052","2024-08-28 03:02:17.528052","{}","{}"
87,"Dua-e-Joshan (Wed)","","https://d39et5l23mq79j.cloudfront.net/dua-e-joshan-wednesday.mp3","https://mybohra-media.s3.ap-south-1.amazonaws.com/pdf/Dua_e_Joshan_04_Wednesday.pdf",NULL,"DUA","{}","2024-08-28 03:02:17.528052","2025-09-16 18:38:06.949649","{}","{wednesday,joshan}"
