"id","name","description","audio","pdf","youtube","album","metadata","created_at","updated_at","tags","categories"
192,"79. An Naziyaat","Quran-surat","https://d39et5l23mq79j.cloudfront.net/an-naziat.mp3","https://d39et5l23mq79j.cloudfront.net/an-naziyaat.pdf",NULL,"QURAN","{""pdfSize"": 317, ""audioSize"": 651, ""audioLength"": 220473, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
193,"81. At Takweer","Quran-surat","https://d39et5l23mq79j.cloudfront.net/at-takwir.mp3","https://d39et5l23mq79j.cloudfront.net/at-takweer.pdf",NULL,"QURAN","{""pdfSize"": 197, ""audioSize"": 380, ""audioLength"": 128235, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
194,"80. Abasa","Quran-surat","https://d39et5l23mq79j.cloudfront.net/abasa.mp3","https://d39et5l23mq79j.cloudfront.net/abasa.pdf",NULL,"QURAN","{""pdfSize"": 234, ""audioSize"": 535, ""audioLength"": 180924, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
195,"52. At Toor","Quran-surat","https://d39et5l23mq79j.cloudfront.net/attur.mp3","https://d39et5l23mq79j.cloudfront.net/at-toor.pdf",NULL,"QURAN","{""pdfSize"": 524, ""audioSize"": 1073, ""audioLength"": 364565, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
196,"84. Al Inshiqaq","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-inshiqaq.mp3","https://d39et5l23mq79j.cloudfront.net/al-inshiqaq.pdf",NULL,"QURAN","{""pdfSize"": 202, ""audioSize"": 370, ""audioLength"": 124735, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
197,"86. At Tariq","Quran-surat","https://d39et5l23mq79j.cloudfront.net/attariq.mp3","https://d39et5l23mq79j.cloudfront.net/at-tariq.pdf",NULL,"QURAN","{""pdfSize"": 122, ""audioSize"": 251, ""audioLength"": 84193, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
198,"85. Al Buruj","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-buruj.mp3","https://d39et5l23mq79j.cloudfront.net/al-buruj.pdf",NULL,"QURAN","{""pdfSize"": 201, ""audioSize"": 389, ""audioLength"": 131135, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
199,"57. Al Hadeed","Quran-surat","https://d39et5l23mq79j.cloudfront.net/alhadid.mp3","https://d39et5l23mq79j.cloudfront.net/al-hadeed.pdf",NULL,"QURAN","{""pdfSize"": 569, ""audioSize"": 1756, ""audioLength"": 597943, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
200,"91. Ash Shams","Quran-surat","https://d39et5l23mq79j.cloudfront.net/ash-shams.mp3","https://d39et5l23mq79j.cloudfront.net/ash-shams.pdf",NULL,"QURAN","{""pdfSize"": 130, ""audioSize"": 221, ""audioLength"": 73822, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
201,"90. Al Balad","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-balad.mp3","https://d39et5l23mq79j.cloudfront.net/al-balad.pdf",NULL,"QURAN","{""pdfSize"": 157, ""audioSize"": 277, ""audioLength"": 93022, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
202,"89. Al Fajr","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-fajr.mp3","https://d39et5l23mq79j.cloudfront.net/al-fajr.pdf",NULL,"QURAN","{""pdfSize"": 254, ""audioSize"": 499, ""audioLength"": 168673, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
203,"62. Al Jomoa","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-jumuah.mp3","https://d39et5l23mq79j.cloudfront.net/al-jomoa.pdf",NULL,"QURAN","{""pdfSize"": 295, ""audioSize"": 603, ""audioLength"": 204173, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
204,"96. Al Alaq","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-alaq.mp3","https://d39et5l23mq79j.cloudfront.net/al-alaq.pdf",NULL,"QURAN","{""pdfSize"": 136, ""audioSize"": 257, ""audioLength"": 86178, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
205,"95. At Teen","Quran-surat","https://d39et5l23mq79j.cloudfront.net/at-tin.mp3","https://d39et5l23mq79j.cloudfront.net/at-teen.pdf",NULL,"QURAN","{""pdfSize"": 87, ""audioSize"": 753, ""audioLength"": 47882, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
206,"94. Al Sharh","Quran-surat","https://d39et5l23mq79j.cloudfront.net/ash-sharh.mp3","https://d39et5l23mq79j.cloudfront.net/al-sharh.pdf",NULL,"QURAN","{""pdfSize"": 74, ""audioSize"": 557, ""audioLength"": 35370, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
207,"67. Al Mulk","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-mulk.mp3","https://d39et5l23mq79j.cloudfront.net/al-mulk.pdf",NULL,"QURAN","{""pdfSize"": 498, ""audioSize"": 1088, ""audioLength"": 369737, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
208,"100. Al Adiyat","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-adiyat.mp3","https://d39et5l23mq79j.cloudfront.net/al-adiyat.pdf",NULL,"QURAN","{""pdfSize"": 98, ""audioSize"": 826, ""audioLength"": 52532, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
209,"101. Al Qarea","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-qariah.mp3","https://d39et5l23mq79j.cloudfront.net/al-qarea.pdf",NULL,"QURAN","{""pdfSize"": 103, ""audioSize"": 751, ""audioLength"": 47778, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
210,"99. Al Zalzalah","Quran-surat","https://d39et5l23mq79j.cloudfront.net/az-zalzalah.mp3","https://d39et5l23mq79j.cloudfront.net/al-zalzalah.pdf",NULL,"QURAN","{""pdfSize"": 94, ""audioSize"": 758, ""audioLength"": 48196, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
211,"72. Al Jinn","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-jinn.mp3","https://d39et5l23mq79j.cloudfront.net/al-jinn.pdf",NULL,"QURAN","{""pdfSize"": 425, ""audioSize"": 948, ""audioLength"": 322116, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
212,"106. Quraish","Quran-surat","https://d39et5l23mq79j.cloudfront.net/quraysh.mp3","https://d39et5l23mq79j.cloudfront.net/quraish.pdf",NULL,"QURAN","{""pdfSize"": 63, ""audioSize"": 472, ""audioLength"": 29884, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
213,"104. Al Homaza","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-humazah.mp3","https://d39et5l23mq79j.cloudfront.net/al-homaza.pdf",NULL,"QURAN","{""pdfSize"": 86, ""audioSize"": 662, ""audioLength"": 42083, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
214,"105. Al Feel","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-fil.mp3","https://d39et5l23mq79j.cloudfront.net/al-feel.pdf",NULL,"QURAN","{""pdfSize"": 71, ""audioSize"": 528, ""audioLength"": 33463, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
215,"77. Al Mursalat","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-mursalat.mp3","https://d39et5l23mq79j.cloudfront.net/al-mursalat.pdf",NULL,"QURAN","{""pdfSize"": 347, ""audioSize"": 776, ""audioLength"": 263367, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
216,"109. Al Kaferoon","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-kafirun.mp3","https://d39et5l23mq79j.cloudfront.net/al-kaferoon.pdf",NULL,"QURAN","{""pdfSize"": 72, ""audioSize"": 495, ""audioLength"": 31399, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
217,"110. An Nasr","Quran-surat","https://d39et5l23mq79j.cloudfront.net/an-nasr.mp3","https://d39et5l23mq79j.cloudfront.net/an-nasr.pdf",NULL,"QURAN","{""pdfSize"": 65, ""audioSize"": 429, ""audioLength"": 27141, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
218,"82. Al Infitar","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-infitar.mp3","https://d39et5l23mq79j.cloudfront.net/al-infitar.pdf",NULL,"QURAN","{""pdfSize"": 158, ""audioSize"": 295, ""audioLength"": 99161, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
219,"111. Al Masad/Lahab","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-masad.mp3","https://d39et5l23mq79j.cloudfront.net/al-lahab.pdf",NULL,"QURAN","{""pdfSize"": 66, ""audioSize"": 459, ""audioLength"": 29074, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
220,"114. Al Nas","Quran-surat","https://d39et5l23mq79j.cloudfront.net/an-nas.mp3","https://d39et5l23mq79j.cloudfront.net/al-nas.pdf",NULL,"QURAN","{""pdfSize"": 71, ""audioSize"": 520, ""audioLength"": 32993, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
221,"87. Al Aala","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-ala.mp3","https://d39et5l23mq79j.cloudfront.net/al-aala.pdf",NULL,"QURAN","{""pdfSize"": 146, ""audioSize"": 263, ""audioLength"": 88085, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
222,"92. Al Lail","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-layl.mp3","https://d39et5l23mq79j.cloudfront.net/al-lail.pdf",NULL,"QURAN","{""pdfSize"": 152, ""audioSize"": 281, ""audioLength"": 94433, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
223,"97. Al Qadr","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-qadr.mp3","https://d39et5l23mq79j.cloudfront.net/al-qadr.pdf",NULL,"QURAN","{""pdfSize"": 74, ""audioSize"": 575, ""audioLength"": 36493, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
224,"102. At Takasur","Quran-surat","https://d39et5l23mq79j.cloudfront.net/at-takathur.mp3","https://d39et5l23mq79j.cloudfront.net/at-takasur.pdf",NULL,"QURAN","{""pdfSize"": 83, ""audioSize"": 675, ""audioLength"": 42919, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
225,"107. Al-Maoon","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-maun.mp3","https://d39et5l23mq79j.cloudfront.net/l-maoon.pdf",NULL,"QURAN","{""pdfSize"": 81, ""audioSize"": 610, ""audioLength"": 38713, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
226,"48. Al Fateh","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-fath.mp3","https://d39et5l23mq79j.cloudfront.net/al-fateh.pdf",NULL,"QURAN","{""pdfSize"": 567, ""audioSize"": 1866, ""audioLength"": 635220, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
227,"112. Al Ikhlas","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-ikhlas.mp3","https://d39et5l23mq79j.cloudfront.net/al-ikhlas.pdf",NULL,"QURAN","{""pdfSize"": 56, ""audioSize"": 274, ""audioLength"": 17215, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
228,"53. An Najm","Quran-surat","https://d39et5l23mq79j.cloudfront.net/an-najm.mp3","https://d39et5l23mq79j.cloudfront.net/an-najm.pdf",NULL,"QURAN","{""pdfSize"": 566, ""audioSize"": 1086, ""audioLength"": 369189, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
229,"58. Al Mujadila","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-mujadilah.mp3","https://d39et5l23mq79j.cloudfront.net/al-mujadila.pdf",NULL,"QURAN","{""pdfSize"": 702, ""audioSize"": 1507, ""audioLength"": 512914, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
230,"63. Al Munafeqoon","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-munafiqun.mp3","https://d39et5l23mq79j.cloudfront.net/al-munafeqoon.pdf",NULL,"QURAN","{""pdfSize"": 327, ""audioSize"": 671, ""audioLength"": 227605, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
231,"68. Al Qalam","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-qalam.mp3","https://d39et5l23mq79j.cloudfront.net/al-qalam.pdf",NULL,"QURAN","{""pdfSize"": 474, ""audioSize"": 1097, ""audioLength"": 372898, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
232,"73. Al Muzzammil","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-muzzammil.mp3","https://d39et5l23mq79j.cloudfront.net/al-muzzammil.pdf",NULL,"QURAN","{""pdfSize"": 317, ""audioSize"": 711, ""audioLength"": 240953, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
233,"78. An Nabaa","Quran-surat","https://d39et5l23mq79j.cloudfront.net/an-naba.mp3","https://d39et5l23mq79j.cloudfront.net/an-nabaa.pdf",NULL,"QURAN","{""pdfSize"": 307, ""audioSize"": 680, ""audioLength"": 230687, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
234,"83. Al Mutaffefeen","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-mutaffifin.mp3","https://d39et5l23mq79j.cloudfront.net/al-mutaffefeen.pdf",NULL,"QURAN","{""pdfSize"": 308, ""audioSize"": 632, ""audioLength"": 214178, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
235,"88. Al Gashiya","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-ghashiyah.mp3","https://d39et5l23mq79j.cloudfront.net/al-gashiya.pdf",NULL,"QURAN","{""pdfSize"": 191, ""audioSize"": 345, ""audioLength"": 116219, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
236,"93. Adh Dhuha","Quran-surat","https://d39et5l23mq79j.cloudfront.net/adduha.mp3","https://d39et5l23mq79j.cloudfront.net/adh-dhuha.pdf",NULL,"QURAN","{""pdfSize"": 101, ""audioSize"": 882, ""audioLength"": 56137, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
237,"98. Al Baiyena","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-bayyinah.mp3","https://d39et5l23mq79j.cloudfront.net/al-baiyena.pdf",NULL,"QURAN","{""pdfSize"": 170, ""audioSize"": 322, ""audioLength"": 108487, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
238,"103. Al Asr","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-asr.mp3","https://d39et5l23mq79j.cloudfront.net/al-asr.pdf",NULL,"QURAN","{""pdfSize"": 58, ""audioSize"": 347, ""audioLength"": 21891, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
239,"108. Al Kausar","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-kawthar.mp3","https://d39et5l23mq79j.cloudfront.net/al-kausar.pdf",NULL,"QURAN","{""pdfSize"": 52, ""audioSize"": 271, ""audioLength"": 17058, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
240,"113. Al Falaq","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-falaq.mp3","https://d39et5l23mq79j.cloudfront.net/al-falaq.pdf",NULL,"QURAN","{""pdfSize"": 64, ""audioSize"": 416, ""audioLength"": 26331, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
241,"1. Al Fateha","Quran-surat","https://d39et5l23mq79j.cloudfront.net/al-fatihah.mp3","https://d39et5l23mq79j.cloudfront.net/al-fateha.pdf",NULL,"QURAN","{""pdfSize"": 71, ""audioSize"": 767, ""audioLength"": 49006, ""pdfPageCount"": 0}","2024-09-01 18:56:24.094473","2024-09-01 18:56:24.094473","{}","{}"
